schema_name,template_name,site_name,vrf_schema,vrf_name,vrf_template,bridge_domain,subnet,sec_subnet,gateway,gw_sec,scope,host_route,anp_name,epg_name,domain_name,domain_type
SCH_DCLAN_TSFVSF_SHARED,TMPL_DCLAN_TSFVSF_SHARED,NY,SCH_DCLAN_TSFVSF_SHARED,VRF_TSFVSF,TMPL_DCLAN_TSFVSF_SHARED,BD0128-SHARED,yes,yes,10.101.128.1/24,10.201.128.1/24,public,yes,ANP_TSFVSF_SHARED,EPG0128-SHARED,DOM_TSFVSF_PHYS-NY,physicalDomain
SCH_DCLAN_TSFVSF_SHARED,TMPL_DCLAN_TSFVSF_SHARED,NY,SCH_DCLAN_TSFVSF_SHARED,VRF_TSFVSF,TMPL_DCLAN_TSFVSF_SHARED,BD0130-SHARED,yes,yes,10.101.130.1/24,10.201.130.1/24,public,yes,ANP_TSFVSF_SHARED,EPG0130-SHARED,DOM_TSFVSF_PHYS-NY,physicalDomain
SCH_DCLAN_TSFVSF_SHARED,TMPL_DCLAN_TSFVSF_SHARED,NY,SCH_DCLAN_TSFVSF_SHARED,VRF_TSFVSF,TMPL_DCLAN_TSFVSF_SHARED,BD0132-SHARED,yes,no,10.201.132.1/24,,public,yes,ANP_TSFVSF_SHARED,EPG0132-SHARED,DOM_TSFVSF_PHYS-NY,physicalDomain
SCH_DCLAN_TSFVSF_SHARED,TMPL_DCLAN_TSFVSF_SHARED,NY,SCH_DCLAN_TSFVSF_SHARED,VRF_TSFVSF,TMPL_DCLAN_TSFVSF_SHARED,BD0142-SHARED,yes,no,10.201.142.1/24,,public,yes,ANP_TSFVSF_SHARED,EPG0142-SHARED,DOM_TSFVSF_PHYS-NY,physicalDomain
SCH_DCLAN_TSFVSF_SHARED,TMPL_DCLAN_TSFVSF_SHARED,SF,SCH_DCLAN_TSFVSF_SHARED,VRF_TSFVSF,TMPL_DCLAN_TSFVSF_SHARED,BD0128-SHARED,yes,yes,10.101.128.1/24,10.201.128.1/24,public,no,ANP_TSFVSF_SHARED,EPG0128-SHARED,DOM_TSFVSF_PHYS-SF,physicalDomain
SCH_DCLAN_TSFVSF_SHARED,TMPL_DCLAN_TSFVSF_SHARED,SF,SCH_DCLAN_TSFVSF_SHARED,VRF_TSFVSF,TMPL_DCLAN_TSFVSF_SHARED,BD0130-SHARED,yes,yes,10.101.130.1/24,10.201.130.1/24,public,no,ANP_TSFVSF_SHARED,EPG0130-SHARED,DOM_TSFVSF_PHYS-SF,physicalDomain
SCH_DCLAN_TSFVSF_SHARED,TMPL_DCLAN_TSFVSF_SHARED,SF,SCH_DCLAN_TSFVSF_SHARED,VRF_TSFVSF,TMPL_DCLAN_TSFVSF_SHARED,BD0132-SHARED,yes,no,10.201.132.1/24,,public,no,ANP_TSFVSF_SHARED,EPG0132-SHARED,DOM_TSFVSF_PHYS-SF,physicalDomain
SCH_DCLAN_TSFVSF_SHARED,TMPL_DCLAN_TSFVSF_SHARED,SF,SCH_DCLAN_TSFVSF_SHARED,VRF_TSFVSF,TMPL_DCLAN_TSFVSF_SHARED,BD0142-SHARED,yes,no,10.201.142.1/24,,public,no,ANP_TSFVSF_SHARED,EPG0142-SHARED,DOM_TSFVSF_PHYS-SF,physicalDomain
